ic_id,ic_second_id,ngc_id,messier_id,object_name,object_type_abrev,object_type,ra_hour,ra_minute,dec_sign,dec_deg,dec_minute,constellation,major_axis,minor_axis,position_angle,b_mag,v_mag,j_mag,h_mag,k_mag,surface_brightness,ned_notes
,,NGC5888,,,G,Galaxy,15,13.11666667,+,41,15.87833333,Boötes,1.33,0.81,157,14.3,,10.96,10.27,9.91,23.16,
IC3904,,,,,G,Galaxy,12,55.76666667,+,36,17.605,Canes Venatici,0.62,0.37,72,15.7,,13.05,12.5,12.16,23.01,
,,NGC5365B,,,G,Galaxy,13,58.66666667,+,43,57.81666667,Centaurus,1.79,0.42,51,14.14,,10.9,10.16,9.88,23.37,
,,NGC5890,,,G,Galaxy,15,17.85,+,17,35.35,Libra,1.56,1.08,85,14,,10.74,10.07,9.78,23.72,
IC3905 NED01,,,,,G,Galaxy,12,56.13333333,+,19,51.35333333,Coma Berenices,0.22,0.11,30,19.11,,,,,24.58,
,,NGC5368,,,G,Galaxy,13,54.48333333,+,54,19.84,Ursa Major,0.99,0.75,19,13.8,,11.14,10.46,10.2,22.6,
,,NGC5894,,,G,Galaxy,15,11.68333333,+,59,48.53666667,Draco,2.98,0.47,14,13.4,,10.11,9.34,9.05,22.94,
IC3905 NED02,,,,,G,Galaxy,12,56.15,+,19,51.19333333,Coma Berenices,0.48,0.32,123,16.99,,,,,23.84,
,,NGC5370,,,G,Galaxy,13,54.15,+,60,40.68333333,Ursa Major,1.37,1.29,65,14.3,,11.03,10.39,10.03,23.49,
,,NGC5895,,,G,Galaxy,15,13.83333333,+,42,0.485,Boötes,0.87,0.23,23,15.5,,,,,22.58,
IC3906,,,,,*,Star,12,55.85,+,40,27.83166667,Canes Venatici,,,,,,,,,,
,,NGC5372,,,G,Galaxy,13,54.76666667,+,58,40.01166667,Ursa Major,0.69,0.37,137,13.7,,11.51,10.9,10.65,21.52,
,,NGC5896,,,G,Galaxy,15,13.85,+,42,1.456666667,Boötes,0.29,0.26,65,16,,14,13.42,13,21.88,
IC3911,,,,,GPair,Galaxy Pair,12,56.15,+,35,38.295,Canes Venatici,0.5,,,,,,,,,
,,NGC5375,,,G,Galaxy,13,56.93333333,+,29,9.861666667,Canes Venatici,2.34,1.73,179,12.78,12.08,10.19,9.39,9.24,23.2,
,,NGC5899,,,G,Galaxy,15,15.05,+,42,2.99,Boötes,2.1,0.85,21,14.19,13.21,9.62,8.99,8.59,22.16,The position in 1988BoPos.M...0000V is 5.5 arcsec south of the nucleus.
IC3911 NED01,,,,,G,Galaxy,12,56.15,+,35,38.205,Canes Venatici,0.56,0.38,26,16.26,,13.4,12.69,12.46,23.77,
,,NGC5382,,,G,Galaxy,13,58.25,+,6,15.52166667,Virgo,1.45,1.08,24,14,,10.58,9.86,9.7,23.05,
,,NGC5903,,,G,Galaxy,15,18.61666667,+,24,4.116666667,Libra,3,2.23,164,12.11,11.48,9.04,8.34,8.1,23.45,
IC3913,,,,,G,Galaxy,12,56.48333333,+,27,17.47666667,Coma Berenices,0.66,0.45,57,15.82,,13.27,12.65,12.42,23.15,
,,NGC5384,,,G,Galaxy,13,58.21666667,+,6,31.09166667,Virgo,1.8,0.74,56,14,,10.79,10.12,9.88,24.03,
,,NGC5905,,,G,Galaxy,15,15.38333333,+,55,31.04166667,Draco,3.22,2.6,131,13.6,,10.47,9.85,9.51,24.41,
IC3915,,,,,*,Star,12,56.65,+,20,17.50166667,Coma Berenices,,,,,,,,,,
,,NGC5390,,,Dup,Galaxy,13,55.66666667,+,40,27.705,Canes Venatici,,,,,,,,,,
,,NGC5910 NED01,,,G,Galaxy,15,19.4,+,20,53.44833333,Serpens Caput,0.74,0.56,119,15.97,,,,,23.84,
IC3916,,,,,G,Galaxy,12,56.51666667,+,38,36.80666667,Canes Venatici,0.89,0.6,124,15.6,,11.88,11.1,10.82,23.45,
,,NGC5392,,,G,Galaxy,13,59.41666667,+,3,12.55,Virgo,0.95,0.74,145,15.1,,11.14,10.43,10.12,23.12,
,,NGC5914,,,G,Galaxy,15,18.73333333,+,41,51.92833333,Boötes,0.92,0.36,156,14.9,,11.37,10.62,10.38,22.65,
IC3917,,,,,*,Star,12,56.86666667,+,22,0.3633333333,Coma Berenices,,,,,,,,,,The IC number includes a defect on the original Heidelberg plate.
,,NGC5393,,,G,Galaxy,14,0.5333333333,+,28,52.48333333,Hydra,0.95,0.62,5,14,,10.88,10.17,9.9,22.58,
,,NGC5916A,,,G,Galaxy,15,21.23333333,+,13,6.033333333,Libra,1.38,0.44,145,15,,12.01,11.51,11.34,23.2,
IC3918,,,,,G,Galaxy,12,56.9,+,22,22.41666667,Coma Berenices,0.55,0.4,164,15.6,,13.84,13.17,12.97,23,Often mistakenly called IC 3917 (that is a nearby star).
,,NGC5394,,,G,Galaxy,13,58.56666667,+,37,27.20833333,Canes Venatici,2.63,1.07,60,13.7,13.12,11.14,10.39,10.07,23.78,Multiple SDSS entries describe this object.
,,NGC5918,,,G,Galaxy,15,19.41666667,+,45,52.815,Boötes,2.01,0.84,85,14,,11.01,10.21,9.92,23.53,
IC3924,,,,,G,Galaxy,12,57.41666667,+,18,46.89166667,Coma Berenices,0.42,0.29,121,18.11,,,,,25.13,
,,NGC5399,,,G,Galaxy,13,59.51666667,+,34,46.415,Canes Venatici,1.14,0.32,87,14.7,,11.09,10.34,10.01,22.53,
,,NGC5925,,,OCl,Open Cluster,15,27.45,+,54,31.73333333,Norma,4.8,,,,8.4,,,,,
IC3927,,,,,G,Galaxy,12,58.16666667,+,22,52.56666667,Hydra,1.29,1.05,166,13.63,,10.3,9.58,9.34,23.02,
,,NGC5400,,,G,Galaxy,14,0.6166666667,+,2,51.46666667,Virgo,1.4,1.25,104,14.5,,10.63,9.97,9.64,23.76,
,,NGC5928,,,G,Galaxy,15,26.05,+,18,4.418333333,Serpens Caput,1.64,1.08,103,13.8,,10.47,9.77,9.53,23.47,
IC3929,,,,,G,Galaxy,12,57.68333333,+,20,23.81333333,Coma Berenices,0.38,0.28,40,17.08,,13.48,12.76,12.27,23.55,Double nuclei.
,,NGC5402,,,G,Galaxy,13,58.28333333,+,59,48.87333333,Ursa Major,1.13,0.28,166,14.6,,11.9,11.23,10.92,22.44,
,,NGC5931,,,G,Galaxy,15,29.5,+,7,34.395,Serpens Caput,1.58,0.93,40,15,,11.41,10.61,10.31,24.2,
IC3930,,,,,G,Galaxy,12,57.36666667,+,38,45.895,Canes Venatici,0.57,0.29,7,16.23,,,,,23.2,
,,NGC5405,,,G,Galaxy,14,1.15,+,7,42.13666667,Boötes,0.83,0.76,145,14.5,,12.75,12.08,12.03,22.91,
,,NGC5940,,,G,Galaxy,15,31.3,+,7,27.465,Serpens Caput,0.78,0.74,170,15.56,14.9,11.79,11.15,10.8,22.69,
IC3939,,,,,*,Star,12,58.46666667,+,18,45.11166667,Coma Berenices,,,,,,,,,,
,,NGC5408,,,G,Galaxy,14,3.35,+,41,22.66666667,Centaurus,2.84,1.53,66,12.59,,11.44,10.89,11.39,22.66,
,,NGC5943,,,G,Galaxy,15,29.73333333,+,42,46.67833333,Boötes,1.24,1.11,170,14.6,,10.83,10.15,9.82,23.59,
IC3940,,,,,G,Galaxy,12,58.26666667,+,35,50.33666667,Canes Venatici,0.64,0.33,136,15.66,,13.02,12.22,11.9,23.09,
,,NGC5409,,,G,Galaxy,14,1.766666667,+,9,29.41666667,Boötes,1.56,1,51,14.4,,11.62,10.98,10.42,23.51,
,,NGC5944,,,G,Galaxy,15,31.8,+,7,18.48833333,Serpens Caput,0.86,0.21,112,15.2,,12.31,11.51,11.26,23.39,
IC3947,,,,,G,Galaxy,12,58.86666667,+,27,47.10333333,Coma Berenices,0.66,0.49,100,15.87,14.61,12.69,12.01,11.63,23.58,
,,NGC5413,,,G,Galaxy,13,57.9,+,64,54.65833333,Draco,1.29,1,27,14.4,,10.9,10.23,9.98,23.73,
,,NGC5945,,,G,Galaxy,15,29.75,+,42,55.12,Boötes,1.66,0.72,20,14.1,,10.41,9.76,9.48,23.52,
IC3950,,,,,G,Galaxy,12,59.1,+,18,44.13666667,Coma Berenices,0.58,0.49,145,16.48,,13.29,12.45,11.88,23.91,
,,NGC5414,,,G,Galaxy,14,2.066666667,+,9,55.75833333,Boötes,0.97,0.66,165,13.8,,11.97,11.37,11.2,22.57,
,IC4550,NGC5946,,,GCl,Globular Cluster,15,35.48333333,+,50,39.58333333,Norma,3.6,,,11.98,10.72,,,,,
IC3951,,,,,G,Galaxy,12,59.16666667,+,18,45.85666667,Coma Berenices,0.6,0.37,157,16.53,,13.26,12.64,12.18,24.24,The IC number includes a defect on the original Heidelberg plate.
,,NGC5415,,,G,Galaxy,13,56.95,+,70,45.26333333,Ursa Minor,0.87,0.63,126,15,,11.84,11.19,10.81,23.64,
,,NGC5951,,,G,Galaxy,15,33.71666667,+,15,0.4366666667,Serpens Caput,3.03,0.66,4,13.8,,10.89,10.27,10.05,23.61,HOLM 713B is a star.
IC3959,,,,,G,Galaxy,12,59.13333333,+,27,47.04833333,Coma Berenices,0.7,0.7,10,15.2,14.03,11.98,11.33,11.09,23.35,
,,NGC5417,,,G,Galaxy,14,2.216666667,+,8,2.226666667,Boötes,1.67,0.84,118,13.8,,10.3,9.63,9.37,23.13,
,,NGC5953,,,G,Galaxy,15,34.53333333,+,15,11.62666667,Serpens Caput,1.47,1.12,50,13.23,12.45,9.92,9.2,9.16,22.5,
IC3963,,,,,G,Galaxy,12,59.23333333,+,27,46.47666667,Coma Berenices,0.7,0.41,82,15.84,14.72,12.65,12.03,11.89,23.62,
,,NGC5419,,,G,Galaxy,14,3.65,+,33,58.7,Centaurus,3.98,2.95,78,11.77,11.33,8.48,7.83,7.52,23.76,
,,NGC5955,,,G,Galaxy,15,35.2,+,5,3.78,Serpens Caput,0.72,0.5,31,15,,12.16,11.4,11.19,23.05,
IC3964,,,,,*,Star,12,59.23333333,+,27,51.05666667,Coma Berenices,,,,16.52,15.91,14.8,14.45,14.46,,
,,NGC5424,,,G,Galaxy,14,2.933333333,+,9,25.24,Boötes,1.46,1.18,108,14.3,,10.81,10.18,9.89,23.65,"Often incorrectly called ""NGC 5724"" in the literature."
,,NGC5958,,,G,Galaxy,15,34.81666667,+,28,39.315,Corona Borealis,1.07,1,175,13.2,,11.3,10.76,10.41,22.19,
IC3967,,,,,G,Galaxy,12,59.21666667,+,36,7.756666667,Canes Venatici,0.76,0.49,42,15.7,,12.32,11.62,11.33,23.61,
,,NGC5431,,,G,Galaxy,14,3.116666667,+,9,21.78333333,Boötes,0.9,0.38,83,14.8,,12.03,11.37,11.06,23.56,
,,NGC5959,,,G,Galaxy,15,37.36666667,+,16,35.75,Libra,2.09,1.44,1,14,,10.12,9.39,9.12,24.86,
IC3968,,,,,G,Galaxy,12,59.41666667,+,27,58.39166667,Coma Berenices,0.44,0.36,48,16.8,15.32,13.36,12.74,12.45,23.29,
,,NGC5433,,,G,Galaxy,14,2.6,+,32,30.62666667,Canes Venatici,1.52,0.36,4,14,,11.06,10.33,9.93,22.51,HOLM 574B is a star.
,,NGC5961,,,G,Galaxy,15,35.26666667,+,30,51.85,Corona Borealis,0.81,0.33,103,14,,11.73,11.03,10.72,22.17,HOLM 715C is a star. Multiple SDSS entries describe this object.
IC3971,,,,,G,Galaxy,12,59.53333333,+,22,50.68833333,Coma Berenices,0.38,0.33,119,16.68,,13.53,12.97,12.31,23.28,
,,NGC5436,,,G,Galaxy,14,3.683333333,+,9,34.41,Boötes,1.24,0.53,124,14.9,,11.27,10.62,10.41,23.89,
,,NGC5962,,,G,Galaxy,15,36.53333333,+,16,36.46666667,Serpens Caput,2.48,1.61,108,11.98,11.34,9.5,8.81,8.53,22.45,HOLM 716B is a star.
IC3973,,,,,G,Galaxy,12,59.51666667,+,27,53.05333333,Coma Berenices,0.76,0.44,141,15.2,14.03,12.19,11.48,11.1,23.49,
,,NGC5445,,,G,Galaxy,14,3.533333333,+,35,1.518333333,Canes Venatici,1.56,0.56,26,14.1,,10.82,10.11,9.85,23.53,
,,NGC5965,,,G,Galaxy,15,34.03333333,+,56,41.13666667,Draco,5.08,0.78,52,13.4,,9.65,8.94,8.61,23.75,
IC3978,,,,,G,Galaxy,12,59.61666667,+,19,37.33333333,Coma Berenices,0.21,0.19,131,18.62,,,,,23.96,
,,NGC5455,,,HII,HII Ionized region,14,3.016666667,+,54,14.48833333,Ursa Major,0.63,0.49,178,15.22,,,,,,HII region in MESSIER 101. Multiple SDSS entries describe this object.
,,NGC5968,,,G,Galaxy,15,39.95,+,30,33.16666667,Lupus,2.29,2.13,20,13.08,14.32,9.6,8.86,8.66,23.61,
IC3980,,,,,G,Galaxy,12,59.31666667,+,39,9.075,Canes Venatici,0.36,0.31,45,16.82,,,,,23.25,
,,NGC5460,,,OCl,Open Cluster,14,7.466666667,+,48,20.55,Centaurus,13.2,,,5.85,5.6,,,,,
,,NGC5973,,,G,Galaxy,15,40.25,+,8,36.05,Libra,0.92,0.26,138,15.05,,11.4,10.65,10.26,23.61,
IC3981,,,,,*,Star,12,59.35,+,37,13.66833333,Canes Venatici,,,,,,,,,,
,,NGC5464,,,G,Galaxy,14,7.066666667,+,30,1.033333333,Centaurus,1.38,0.73,82,13.43,12.9,11.69,11.02,11,22.19,
,,NGC5975,,,G,Galaxy,15,39.96666667,+,21,28.24833333,Serpens Caput,0.93,0.24,171,14.7,,11.03,10.31,9.95,22.16,HOLM 718B does not exist (it is probably a plate defect).
IC3984 NED02,,,,,G,Galaxy,12,59.66666667,+,19,37.385,Coma Berenices,0.35,0.33,70,17.66,,,,,24.25,
,,NGC5466,,,GCl,Globular Cluster,14,5.45,+,28,32.07,Boötes,6.6,,,10.5,9.7,,,,,
,,NGC5978,,,G,Galaxy,15,42.45,+,13,14.06666667,Libra,0.81,0.74,135,14,,11.69,10.89,10.5,23.6,
IC3985,,,,,G,Galaxy,12,59.71666667,+,19,35.46666667,Coma Berenices,0.37,0.33,75,16.44,,15.06,14.39,14.01,22.94,
,,NGC5468,,,G,Galaxy,14,6.583333333,+,5,27.18333333,Virgo,2.28,2.13,155,12.1,,10.93,10.34,10.4,23.41,The APM position is 8 arcsec northeast of the nucleus.
,,NGC5980,,,G,Galaxy,15,41.5,+,15,47.26,Serpens Caput,1.63,0.52,14,13.3,,10.52,9.74,9.44,22.32,HOLM 720B is a star.
IC3986,,,,,G,Galaxy,13,1.533333333,+,32,17.46666667,Centaurus,1.85,1.38,124,13.35,,9.8,9.1,8.85,23.54,
,,NGC5470,,,G,Galaxy,14,6.533333333,+,6,1.781666667,Virgo,2.6,0.42,62,14.5,,11.02,10.28,9.97,23.78,
,,NGC5984,,,G,Galaxy,15,42.88333333,+,14,13.88833333,Serpens Caput,2.48,0.57,144,13.5,,11.06,10.4,10.17,22.76,
IC3989,,,,,*,Star,12,59.48333333,+,36,45.395,Canes Venatici,,,,,,,,,,
,,NGC5472,,,G,Galaxy,14,6.916666667,+,5,27.63333333,Virgo,1.46,0.29,29,15,,11.66,10.91,10.65,23.45,
,,NGC5986,,,GCl,Globular Cluster,15,46.05,+,37,47.16666667,Lupus,5.4,,,,6.92,,,,,
IC3996,,,,,**,Double star,12,59.53333333,+,40,28.05333333,Canes Venatici,,,,,,,,,,
,,NGC5473,,,G,Galaxy,14,4.716666667,+,54,53.55833333,Ursa Major,1.99,1.54,156,12.5,,9.3,8.64,8.36,22.6,
,,NGC5990,,,G,Galaxy,15,46.26666667,+,2,24.925,Serpens Caput,1.59,0.95,107,13.1,,10.09,9.34,8.95,22.62,
IC3998,,,,,G,Galaxy,12,59.78333333,+,27,58.43166667,Coma Berenices,0.56,0.41,8,15.91,14.61,12.63,11.89,11.57,23.04,
,,NGC5478,,,G,Galaxy,14,8.15,+,1,42.13333333,Virgo,0.97,0.66,22,14.7,,11.57,10.85,10.52,22.85,
,,NGC5996,,,G,Galaxy,15,46.98333333,+,17,53.05166667,Serpens Caput,1.5,0.68,1,13.2,,11.5,10.81,10.42,22.21,Incorrectly called NGC 5994 in 1976ApJS...31..187D.
IC3999,,,,,Dup,Galaxy,12,59.51666667,+,14,7.933333333,Virgo,,,,,,,,,,
,,NGC5480,,,G,Galaxy,14,6.366666667,+,50,43.50666667,Boötes,1.67,1.28,177,12.6,,10.37,9.74,9.46,22.49,"UGC misprints dec as +50d39', as is evident in the UGC notes."
,,NGC5999,,,OCl,Open Cluster,15,52.15,+,56,28.36666667,Norma,3.3,,,,9,,,,,
IC4000,,,,,G,Galaxy,12,59.61666667,+,39,35.265,Canes Venatici,0.36,0.26,53,17.14,,,,,23.33,
,,NGC5483,,,G,Galaxy,14,10.41666667,+,43,19.48333333,Centaurus,3.42,3.08,16,11.86,11.38,9.37,8.73,8.46,23.27,Extended HIPASS source
,,NGC6000,,,G,Galaxy,15,49.83333333,+,29,23.21666667,Scorpius,1.91,1.66,159,13.02,,9.28,8.56,8.2,23.06,
IC4002,,,,,G,Galaxy,12,59.68333333,+,36,45.80833333,Canes Venatici,0.43,0.23,68,17.14,,,,,23.46,Multiple SDSS entries describe this object.
,,NGC5485,,,G,Galaxy,14,7.183333333,+,55,0.1016666667,Ursa Major,2.51,1.75,170,13.82,12.22,9.32,8.64,8.4,23.13,
,,NGC6002,,,*,Star,15,47.73333333,+,28,36.58166667,Corona Borealis,,,,,,,,,,NGC identification is not certain.
IC4006,,,,,*,Star,12,59.81666667,+,37,0.665,Canes Venatici,,,,,,,,,,The IC number includes a defect on the original Heidelberg plate.
,,NGC5489,,,G,Galaxy,14,12.01666667,+,46,5.316666667,Centaurus,2.29,1.28,126,13.15,,9.97,9.26,9.04,23.44,
,,NGC6005,,,OCl,Open Cluster,15,55.81666667,+,57,26.25,Norma,4.2,,,11.9,10.7,,,,,
IC4009,,,,,*,Star,12,59.88333333,+,36,39.645,Canes Venatici,,,,,,,,,,
,,NGC5492,,,G,Galaxy,14,10.58333333,+,19,36.74,Boötes,1.58,0.38,151,13.7,,11.17,10.41,10.18,22.57,
,,NGC6006,,,G,Galaxy,15,53.05,+,12,0.3216666667,Serpens Caput,0.71,0.42,157,15.3,,12.63,11.98,11.59,23.44,
IC4010,,,,,G,Galaxy,12,59.9,+,37,51.54666667,Canes Venatici,0.52,0.28,65,16.31,,13.27,12.53,12.27,23.18,
,,NGC5494,,,G,Galaxy,14,12.4,+,30,38.65,Centaurus,2.33,2.18,50,12.64,12.02,9.96,9.29,8.97,23.82,
,,NGC6012,,,G,Galaxy,15,54.23333333,+,14,36.075,Serpens Caput,1.77,1.27,164,13.21,12.42,10.45,9.79,9.54,22.65,
IC4012,,,,,G,Galaxy,13,0.1333333333,+,28,4.713333333,Coma Berenices,0.51,0.42,131,15.95,14.64,12.62,11.98,11.59,23.38,
,,NGC5495,,,G,Galaxy,14,12.38333333,+,27,6.483333333,Hydra,1.52,1.26,44,13.53,13.5,10.76,9.85,9.56,23.02,
,,NGC6013,,,G,Galaxy,15,52.88333333,+,40,38.80333333,Hercules,1.44,0.76,174,14.16,13.63,11.54,10.97,10.6,23.49,
IC4013,,,,,*,Star,12,59.96666667,+,37,11.96333333,Canes Venatici,,,,,,,,,,
,,NGC5505,,,G,Galaxy,14,12.53333333,+,13,18.28333333,Boötes,0.89,0.71,127,14.1,,11.68,11,10.77,21.5,
,IC4586,NGC6014,,,G,Galaxy,15,55.95,+,5,55.91333333,Serpens Caput,1.75,1.42,20,13.8,,10.73,10.13,9.8,23.67,
IC4019,,,,,**,Double star,13,0.2833333333,+,23,43.25,Coma Berenices,,,,,,,,,,
,,NGC5506,,,G,Galaxy,14,13.25,+,3,12.45,Virgo,2.88,0.76,89,15.25,14.38,9.71,8.84,8.19,23.26,
,,NGC6016,,,G,Galaxy,15,55.91666667,+,26,57.99,Corona Borealis,0.98,0.48,25,15.1,,12.18,11.6,11.41,23.07,
IC4022,,,,,*,Star,13,0.08333333333,+,38,28.735,Canes Venatici,,,,,,,,,,
,,NGC5508,,,G,Galaxy,14,12.48333333,+,24,38.13,Boötes,0.98,0.65,135,15.2,,12.11,11.45,11.12,23.64,
,,NGC6019,,,G,Galaxy,15,52.15,+,64,50.44,Draco,0.43,0.39,135,15.7,,13.33,12.62,12.36,22.85,
IC4028,,,,,G,Galaxy,13,0.2666666667,+,36,15.24666667,Canes Venatici,0.78,0.61,151,15.5,,12.6,12.13,11.9,23.32,
,,NGC5511,,,G,Galaxy,14,13.08333333,+,8,37.91333333,Boötes,0.68,0.24,166,15.5,,12.96,12.24,11.95,23.6,MCG implies the R.A. is 13h10.6m; corrected in MCG errata.
,IC1148,NGC6020,,,G,Galaxy,15,57.13333333,+,22,24.275,Serpens Caput,1.74,1.1,136,14.5,,10.68,10.01,9.76,23.81,
IC4033,,,,,G,Galaxy,13,0.4666666667,+,27,58.345,Coma Berenices,0.5,0.28,100,16.74,15.23,13.02,12.16,12.29,23.44,
,,NGC5512,,,G,Galaxy,14,12.68333333,+,30,51.30333333,Boötes,0.67,0.56,74,15.3,,12.24,11.61,11.38,23.28,
,,NGC6026,,,PN,Planetary Nebula,16,1.35,+,34,32.65,Lupus,0.67,,,13.2,12.9,13.05,13.04,13.04,,
IC4035 NED01,,,,,G,Galaxy,13,0.2833333333,+,40,17.97833333,Canes Venatici,0.48,0.23,34,16.89,,,,,23.25,
,,NGC5514 NED01,,,G,Galaxy,14,13.63333333,+,7,39.63166667,Boötes,1.15,0.65,97,14.5,,11.05,10.32,9.95,23,
,,NGC6027C,,,G,Galaxy,15,59.2,+,20,44.85666667,Serpens Caput,1.1,0.22,174,16.89,,,,,24.22,
IC4037,,,,,G,Galaxy,13,0.3166666667,+,39,0.1583333333,Canes Venatici,0.35,0.28,109,16.54,,13.9,13.09,12.62,22.79,
,,NGC5521,,,G,Galaxy,14,15.4,+,4,24.51166667,Virgo,0.61,0.49,40,14.3,,12.86,12.3,11.96,22.24,
,,NGC6027D,,,G,Galaxy,15,59.21666667,+,20,45.595,Serpens Caput,0.3,0.26,110,16.61,,13.51,14.57,12.7,22.46,
IC4038,,,,,G,Galaxy,13,0.3666666667,+,37,2.361666667,Canes Venatici,0.59,0.31,168,16.18,,13.04,12.37,12.06,23.86,
,,NGC5528,,,G,Galaxy,14,16.33333333,+,8,17.60833333,Boötes,0.99,0.55,17,14.8,,11.39,10.71,10.47,22.95,HOLM 620B is a star.
,,NGC6027E,,,G,Galaxy,15,59.23333333,+,20,45.955,Serpens Caput,2.28,1.29,81,16.5,,,,,24.87,
IC4041,,,,,G,Galaxy,13,0.6833333333,+,27,59.79666667,Coma Berenices,0.61,0.44,44,15.88,14.77,12.58,12.11,11.67,23.16,
,,NGC5530,,,G,Galaxy,14,18.45,+,43,23.31666667,Lupus,4.86,2.18,127,11.78,11,,,,23.36,
,,NGC6028,,,G,Galaxy,16,1.483333333,+,19,21.59333333,Hercules,1.31,1.18,54,14.8,,11.72,11.02,10.77,23.68,
IC4044,,,,,G,Galaxy,13,0.7833333333,+,27,55.33,Coma Berenices,0.48,0.3,43,16.81,15.47,13.24,12.68,12.5,23.45,
,,NGC5531,,,GPair,Galaxy Pair,14,16.71666667,+,10,53.08666667,Boötes,1.07,0.6,170,14.7,,11.34,10.64,10.36,23.29,
,,NGC6031,,,OCl,Open Cluster,16,7.583333333,+,54,0.9,Norma,4.8,,,8.92,8.5,,,,,
IC4050,,,,,**,Double star,13,0.7333333333,+,36,44.39166667,Canes Venatici,,,,,,,,,,
,,NGC5532,,,G,Galaxy,14,16.88333333,+,10,48.44333333,Boötes,2.34,1.94,144,13.3,,9.75,9.05,8.76,23.55,
,,NGC6038,,,G,Galaxy,16,2.683333333,+,37,21.57,Corona Borealis,1.21,1.05,63,14.4,,11.29,10.55,10.21,23.3,
IC4051,,,,,G,Galaxy,13,0.8666666667,+,28,2.568333333,Coma Berenices,0.96,0.58,51,14.9,13.58,11.67,10.88,10.66,23.39,The identifications of IC 4051 and NGC 4908 are often confused.
,,NGC5536,,,G,Galaxy,14,16.4,+,39,30.13166667,Boötes,0.83,0.64,11,14.5,,11.52,10.86,10.59,22.73,
,,NGC6043,,,GPair,Galaxy Pair,16,5.016666667,+,17,46.43333333,Hercules,0.74,0.5,35,15.4,,,,,23.4,
IC4055,,,,,Other,,13,1.05,+,22,54.51333333,Coma Berenices,,,,,,,,,,Nothing here; nominal position.
,,NGC5552,,,G,Galaxy,14,19.06666667,+,7,1.901666667,Virgo,0.91,0.39,172,15.2,,12.06,11.33,11.01,23.07,
,IC1172,NGC6044,,,G,Galaxy,16,5,+,17,52.22166667,Hercules,0.65,0.6,150,15.3,,12.15,11.49,11.17,23.12,
IC4057,,,,,GGroup,,13,1.083333333,+,23,9.748333333,Coma Berenices,0.7,,,,,,,,,The IC number includes a neighboring star.
,,NGC5554,,,G,Galaxy,14,19.25,+,7,1.268333333,Virgo,0.65,0.45,38,15.2,,12.26,11.64,11.3,22.76,
,,NGC6045,,,G,Galaxy,16,5.133333333,+,17,45.46,Hercules,1.4,0.32,78,14.8,,11.65,10.88,10.54,23.23,
IC4057 NED01,,,,,G,Galaxy,13,1.083333333,+,23,9.745,Coma Berenices,,,,,,,,,,
,,NGC5556,,,G,Galaxy,14,20.56666667,+,29,14.5,Hydra,3.45,2.75,145,12.43,,,,,24.05,
,,NGC6049,,,*,Star,16,5.633333333,+,8,5.775,Serpens Caput,,,,6.36,6.27,6.08,6.08,5.99,,
IC4057 NED02,,,,,G,Galaxy,13,1.083333333,+,23,9.615,Coma Berenices,0.35,0.13,82,19.01,,,,,25.42,
,,NGC5558,,,Dup,Galaxy,14,19.06666667,+,7,1.901666667,Virgo,,,,,,,,,,
,,NGC6051,,,G,Galaxy,16,4.95,+,23,55.96166667,Serpens Caput,2.69,0.79,166,14.9,,10.45,9.77,9.49,25.09,
IC4060,,,,,G,Galaxy,13,0.8833333333,+,40,35.07333333,Canes Venatici,0.79,0.59,147,15.11,,12.34,11.46,11.42,23.12,
,,NGC5565,,,*,Star,14,19.31666667,+,6,59.69666667,Virgo,,,,,,,,,,Identification as NGC 5565 is uncertain.
,,NGC6052 NED02,,,G,Galaxy,16,5.216666667,+,20,32.545,Hercules,0.69,0.3,2,14.39,,,,,22.6,
IC4061 NED02,,,,,G,Galaxy,13,0.9666666667,+,39,35.03666667,Canes Venatici,0.48,0.37,123,17.01,,,,,24.25,
,,NGC5569,,,G,Galaxy,14,20.53333333,+,3,58.99333333,Virgo,1.11,0.87,56,13.9,,13.07,13.01,12.32,23.84,
,IC1183,NGC6054,,,G,Galaxy,16,5.633333333,+,17,46.07333333,Hercules,0.83,0.48,71,15.6,,12,11.31,10.99,23.66,Misidentified as IC 1184 in CGCG and in several papers referring to it.
IC4064,,,,,G,Galaxy,13,1.116666667,+,39,50.48833333,Canes Venatici,1.4,1.08,35,15,,10.75,10.04,9.72,23.79,Often mistakenly called IC 4062.
,,NGC5570,,,Dup,Galaxy,14,14.35,+,7,30.955,Boötes,,,,,,,,,,
,,NGC6064,,,Dup,Galaxy,16,5.216666667,+,20,32.54166667,Hercules,,,,,,,,,,
IC4066,,,,,*,Star,13,1.666666667,+,19,16.35666667,Coma Berenices,,,,,,,,,,
,,NGC5571,,,Other,,14,19.53333333,+,35,9.056666667,Boötes,,,,,,,,,,Four Galactic stars.
,,NGC6065,,,G,Galaxy,16,7.383333333,+,13,53.275,Serpens Caput,0.98,0.94,150,15,,11.44,10.74,10.54,23.53,
IC4069,,,,,G,Galaxy,13,1.416666667,+,36,6.763333333,Canes Venatici,0.41,0.23,13,16.85,,14.92,14.09,13.91,23.32,
,,NGC5572,,,G,Galaxy,14,19.58333333,+,36,8.44,Boötes,0.89,0.72,178,15.2,,12.41,11.83,11.4,23.33,
